timestamp,gala_gopher_cpu_total_used_per,gala_gopher_block_read_bytes,gala_gopher_block_write_bytes,gala_gopher_cpu_iowait_msec,gala_gopher_cpu_irq_msec,gala_gopher_cpu_net_rx,gala_gopher_cpu_rcu,gala_gopher_cpu_sched,gala_gopher_cpu_softirq_msec,gala_gopher_cpu_system_msec,gala_gopher_cpu_timer,gala_gopher_cpu_user_msec,gala_gopher_fs_Free,gala_gopher_fs_IFree,gala_gopher_fs_IUsed,gala_gopher_fs_UsePer,gala_gopher_fs_Used,gala_gopher_mem_active_kB,gala_gopher_mem_available_kB,gala_gopher_mem_buffers_kB,gala_gopher_mem_cache_kB,gala_gopher_mem_free_kB,gala_gopher_mem_inactive_kB,gala_gopher_mem_swap_free_kB,gala_gopher_mem_swap_util,gala_gopher_mem_util,gala_gopher_net_tcp_curr_estab,gala_gopher_net_tcp_in_segs,gala_gopher_net_tcp_out_segs,gala_gopher_net_tcp_retrans_segs,gala_gopher_net_udp_indata_grams,gala_gopher_net_udp_outdata_grams,gala_gopher_nic_rx_bytes,gala_gopher_nic_rx_packets,gala_gopher_nic_rxspeed_KB,gala_gopher_nic_tx_bytes,gala_gopher_nic_tx_packets,gala_gopher_nic_txspeed_KB
1682681100,33.35,0,155648,0,20,37,668,307,0,210,262,430,2839736,818476,724,10,309196,10338724,867496,13028,2173568,478860,4589220,12,100,83.07,47,476,478,0,0,0,1029,5,0.2,0,0,0
1682681400,34.17,0,204800,20,20,77,715,339,10,100,128,590,2833140,818476,724,11,315792,10343372,840256,15036,2319504,308336,4755208,0,100,83.21,49,473,475,0,0,0,5749,20,1.12,0,0,0
1682681700,32.85,0,196608,0,20,4,584,50,0,0,92,5440,2833140,818476,724,11,315792,10349568,862184,16432,2431956,217372,4836724,24,100,83.07,47,365,367,0,0,0,1719,7,0.34,0,0,0
1682682000,33.08,0,1859584,0,30,2,722,47,0,0,65,5590,2833140,818476,724,11,315792,10360412,857972,16972,2434704,210096,4834308,16,100,83.09,47,541,543,0,0,0,1426,4,0.28,0,0,0
1682682300,33.81,0,1818624,80,20,55,984,376,0,210,134,590,2833140,818476,724,11,315792,10386508,921616,16312,2432428,278828,4735976,20,100,82.68,52,541,545,0,2,2,13023,39,2.54,3745,21,0.73
1682682600,39.44,0,348160,0,20,348,1212,473,10,120,170,720,2833140,818476,724,11,315792,10389656,911540,17452,2505968,193492,4814280,4,100,82.74,57,4212,4214,0,1,1,31059,503,6.07,174,3,0.03
1682682900,35.43,0,147456,0,20,273,796,364,10,190,195,520,2864312,818476,724,10,284620,10397720,933164,18348,2481452,207524,4792168,0,100,82.8,55,448,450,0,0,0,1660,6,0.32,0,0,0
1682683200,33.41,0,135168,10,20,140,628,355,10,100,152,220,2864312,818476,724,10,284620,10383328,925724,19028,2442828,239420,4775016,16,100,82.84,53,442,444,0,0,0,4480,26,0.88,0,0,0
1682683500,32.4,65536,274432,0,20,104,326,315,10,60,319,240,2864312,818476,724,10,284620,10396612,917592,17892,2367864,312548,4695820,8,100,82.86,59,439,441,0,0,0,1541,5,0.3,0,0,0
1682683800,33.43,0,299008,0,20,291,1202,411,10,250,146,360,2864312,818476,724,10,284620,10417960,904748,19132,2475552,191060,4795760,0,100,82.94,59,495,497,0,0,0,902,10,0.18,0,0,0
1682684100,36.02,0,249856,10,30,45,752,382,10,210,227,500,2864312,818476,724,10,284620,10412848,899856,18976,2443972,217572,4773408,12,100,82.98,57,511,513,0,0,0,5519,18,1.08,0,0,0
1682684400,33.69,0,26476544,20,20,18,713,386,0,150,218,290,2864312,818476,724,10,284620,10397168,891888,19216,2455864,197176,4809468,0,100,83.03,47,486,488,0,0,0,1660,6,0.32,0,0,0
1682684700,32.24,4096,26279936,10,20,163,629,320,10,190,267,200,2864312,818476,724,10,284620,10384004,871124,19968,2415252,217292,4794836,0,100,83.15,57,415,417,0,0,0,1426,4,0.28,0,0,0
1682685000,33.03,0,929792,0,20,113,840,352,0,170,116,370,2864312,818476,724,10,284620,10381752,874324,21256,2446480,187208,4827636,0,100,83.14,47,367,369,0,0,0,4153,29,0.81,0,0,0
1682685300,33.67,0,26361856,10,30,117,1188,403,10,270,158,1590,2864312,818476,724,10,284620,10383384,866804,21152,2438740,189952,4827168,0,100,83.17,47,463,465,0,0,0,1683,7,0.33,0,0,0
1682685600,37.88,0,122880,10,30,564,1007,508,10,160,329,400,2856120,818476,724,10,292812,10407972,920768,15640,2459100,240236,4749804,12,100,82.76,47,3129,3131,0,0,0,2058,12,0.4,0,0,0
1682685900,34.64,7503872,176128,30,10,113,583,317,0,90,108,280,2856120,818476,724,10,292812,10413320,909904,16536,2483528,203500,4779628,0,100,82.83,50,431,436,0,2,2,14017,45,2.74,3703,20,0.72
1682686200,32.69,3239936,131072,0,20,256,713,285,10,150,114,300,2856120,818476,724,10,292812,10388280,901520,14232,1995256,692160,4327652,0,100,82.84,47,387,389,0,0,0,10000,144,1.95,42,1,0.01
1682686500,33.03,0,131072,0,30,236,976,373,10,220,217,330,2856120,818476,724,10,292812,10407572,893280,16044,2169652,508052,4493080,16,100,82.89,49,469,471,0,0,0,952,5,0.19,0,0,0
1682686800,32.49,0,176128,20,20,201,673,381,10,160,242,260,2856120,818476,724,10,292812,10409656,883572,17548,2313208,353008,4643184,44,100,82.95,47,444,446,0,0,0,3340,16,0.65,0,0,0
1682687100,33.09,0,118784,20,20,252,898,364,10,230,181,350,2856120,818476,724,10,292812,10400600,856048,19496,2414280,186952,4813888,12,100,83.35,47,427,429,0,0,0,2448,10,0.48,0,0,0
1682687400,34.54,0,147456,0,20,10,832,329,0,270,164,570,2856120,818476,724,10,292812,10394408,835816,20624,2399916,177872,4827960,0,100,83.5,47,468,470,0,0,0,2578,20,0.5,0,0,0
1682687700,35.53,626688,26972160,0,20,180,928,234,10,150,84,3130,2847928,818476,724,10,301004,10385984,813484,20852,2410440,169588,4845024,0,100,83.48,49,530,532,0,0,0,1136,6,0.22,0,0,0
1682688000,33.39,0,196608,10,30,144,467,423,0,120,374,240,2847928,818476,724,10,301004,10394692,817416,20800,2420204,174108,4830508,0,100,83.39,47,451,453,0,0,0,1066,5,0.21,0,0,0
1682688300,41.85,4096,1830912,20,30,488,1221,545,10,230,385,830,2847928,818476,724,10,301004,10381960,805244,19712,2383248,202500,4816372,0,100,83.45,47,4188,4189,1,1,1,1691,7,0.33,90,1,0.02
1682688600,34.99,0,151552,0,20,128,750,389,10,210,214,400,2847928,818476,724,10,301004,10382064,870468,19564,2366660,290196,4726476,0,100,83,49,450,452,0,0,0,3608,12,0.7,0,0,0
1682688900,44.29,4235264,128466944,410,30,1227,1295,492,0,460,179,2420,2847928,818476,724,10,301004,10424548,802744,3052,2243496,427608,4559948,41624,99.49,83.02,50,14078,4025,0,0,0,20135542,13722,3932.72,242700,3629,47.4
1682689200,35.34,135168,122880,0,10,13,888,287,0,150,115,880,2847928,818476,724,10,301004,10454420,836580,5576,2424628,262656,4690028,32040,99.61,82.9,49,552,554,0,0,0,1875,17,0.37,0,0,0
1682689500,33.69,0,356352,0,20,159,1074,363,0,230,139,550,2847928,818476,724,10,301004,10527716,833752,8316,2456660,214464,4662360,18132,99.78,82.98,49,486,488,0,0,2,3493,11,0.68,186,2,0.04
1682689800,33.53,0,307200,10,30,394,900,421,10,210,230,200,2847928,818476,724,10,301004,10591528,840984,9764,2473776,195396,4616636,4,100,82.99,49,496,498,0,0,0,17321,268,3.38,84,2,0.02
1682690100,32.86,0,184320,10,20,112,605,314,0,130,200,300,2847928,818476,724,10,301004,10591580,829928,11012,2444336,213244,4598508,8,100,83.05,47,415,417,0,0,0,2041,21,0.4,0,0,0
1682690400,32.69,0,339968,0,20,117,532,260,0,120,158,310,2847928,818476,724,10,301004,10595680,828888,15144,2462084,189308,4618388,8,100,83.06,47,483,485,0,0,0,3627,13,0.71,0,0,0
1682690700,33.7,0,118784,0,20,202,902,376,10,220,219,410,2847928,818476,724,10,301004,10600844,821536,15248,2444136,202016,4601340,28,100,83.1,47,446,448,0,0,0,1209,7,0.24,0,0,0
1682691000,34.49,0,147456,30,20,267,659,379,0,130,199,320,2847928,818476,724,10,301004,10603072,807788,15576,2422164,213512,4585840,12,100,83.16,47,528,530,0,0,0,1845,8,0.36,0,0,0
1682691300,39.36,0,26984448,0,30,1670,2129,784,30,300,292,940,2839736,818476,724,10,309196,10593652,798824,17800,2426640,204180,4604572,8,100,83.18,47,4243,4245,0,0,0,4813,39,0.94,0,0,0
1682691600,33.46,4108288,204800,20,30,223,801,370,10,180,194,330,2839736,818476,724,10,309196,10507064,787536,1568,2118860,541284,4364236,4,100,83.09,49,373,375,0,0,0,1306,8,0.26,0,0,0
1682691900,32.78,4194304,483328,0,20,358,1036,386,10,250,178,340,2839736,818476,724,10,309196,10581176,844124,4936,2510696,194960,4627236,4,100,82.78,49,536,538,0,0,0,1863,9,0.36,0,0,0
1682692200,35.12,0,86016,0,10,138,800,282,10,140,117,540,2839736,818476,724,10,309196,10584184,846180,6256,2501960,201500,4618924,8,100,82.79,47,465,467,0,0,0,6114,20,1.19,0,0,0
1682692500,33.47,0,106496,0,20,58,698,252,0,100,63,740,2839736,818476,724,10,309196,10599596,826736,10520,2497496,184272,4620328,0,100,82.9,49,456,458,0,0,0,2139,6,0.42,0,0,0
1682692800,32.43,0,380928,0,10,192,876,278,10,240,123,340,2839736,818476,724,10,309196,10594788,815360,11980,2473932,195120,4613712,4,100,82.97,47,489,491,0,0,0,472,4,0.09,0,0,0
1682693100,33.52,0,147456,20,30,117,1141,390,10,240,152,370,2833140,818476,724,11,315792,10588300,800368,13396,2466588,194148,4621524,0,100,83.02,48,438,443,0,2,2,10554,33,2.06,3703,20,0.72
1682693400,32.77,0,249856,10,20,145,935,395,10,270,171,260,2833140,818476,724,11,315792,10581212,791228,14768,2445800,206184,4616916,0,100,83.06,47,421,423,0,0,0,1738,7,0.34,0,0,0
1682693700,36.78,0,143360,0,30,241,753,354,10,190,147,520,2833140,818476,724,11,315792,10573092,784352,16152,2427952,214228,4614804,0,100,83.12,51,401,403,0,0,0,1029,5,0.2,0,0,0
1682694000,33.79,0,126976,20,20,40,1023,389,0,220,174,480,2833140,818476,724,11,315792,10568732,743144,17040,2428408,173652,4659240,0,100,83.37,47,484,486,0,1,1,3491,18,0.68,132,2,0.03
1682694300,39.35,13418496,1875968,40,20,1777,1770,644,30,180,235,1180,2833140,818476,724,11,315792,10457608,757884,4608,2069872,572548,4382828,0,100,83.19,47,4317,4316,3,0,0,1992,12,0.39,0,0,0
1682694600,33.73,0,192512,20,20,149,592,382,10,70,270,340,2833140,818476,724,11,315792,10462244,753240,6300,2239596,386592,4561796,8,100,83.28,49,352,354,0,0,0,1426,4,0.28,0,0,0
1682694900,33.24,0,172032,10,20,143,668,335,10,160,205,280,2864312,818476,724,10,284620,10524396,830992,7400,2407876,262484,4615856,48,100,82.99,49,480,482,0,0,0,6228,20,1.22,0,0,0
1682695200,34.87,0,241664,0,20,24,395,290,10,90,235,600,2864312,818476,724,10,284620,10532452,818876,8744,2478792,177048,4692404,0,100,83.08,49,489,491,0,0,0,910,4,0.18,0,0,0
1682695500,36.04,8192,98304,20,30,141,1153,481,10,300,200,360,2864312,818476,724,10,284620,10535296,807180,10164,2470624,171124,4694148,0,100,83.16,53,340,342,0,0,0,951,4,0.19,0,0,0
1682695800,35.66,0,307200,10,20,205,593,461,0,210,390,360,2864312,818476,724,10,284620,10547544,785484,11408,2470940,148916,4706448,0,100,83.29,53,408,410,0,0,0,3722,13,0.73,0,0,0
1682696100,33.17,8192,319488,0,20,97,703,274,0,230,231,590,2864312,818476,724,10,284620,10551348,820140,12880,2459628,195676,4653908,4,100,83.05,57,485,487,0,0,0,1531,13,0.3,0,0,0
1682696400,33.53,0,192512,0,30,277,679,426,10,200,336,220,2864312,818476,724,10,284620,10562984,816176,14260,2455276,196152,4641192,4,100,83.07,55,446,448,0,0,0,1834,9,0.36,0,0,0
1682696700,33.76,21577728,217088,50,30,135,821,401,10,210,187,320,2864312,818476,724,10,284620,10581380,804320,15576,2467764,170248,4653344,16,100,83.15,54,328,332,0,2,2,12372,37,2.42,3703,20,0.72
1682697000,51.39,4929335296,516096,2430,40,98,1560,802,50,860,262,3820,2864312,818476,724,10,284620,10344216,169308,1200,1885864,158252,4922224,0,100,87.01,55,457,457,0,0,0,1148,6,0.22,0,0,0
1682697300,37.24,8474624,352256,0,20,39,770,324,10,160,253,970,2864312,818476,724,10,284620,11054564,896072,3664,2207068,551888,3813840,512,99.99,82.45,47,527,529,0,0,0,1615,6,0.32,0,0,0
1682697600,35.72,0,393216,30,20,137,1024,419,0,180,199,380,2856120,818476,724,10,292812,11062420,881872,11368,2447700,291596,4063584,324,100,82.53,47,449,453,0,0,0,4098,13,0.8,0,0,0
1682697900,35.91,0,188416,0,20,237,532,367,0,180,315,630,2856120,818476,724,10,292812,11073916,877976,12912,2566784,163716,4175636,16,100,82.58,49,491,493,0,0,0,418,5,0.08,0,0,0
1682698200,33.52,0,266240,10,30,175,786,367,0,210,216,330,2856120,818476,724,10,292812,11006536,960652,13724,2508496,305744,4097680,0,100,82.04,51,436,438,0,0,0,1623,6,0.32,0,0,0
1682698500,36.47,57344,258048,0,30,19,1505,438,10,330,178,530,2856120,818476,724,10,292812,11004840,959028,10500,2606396,206400,4204096,0,100,82.07,47,372,374,0,0,0,2061,21,0.4,0,0,0
1682698800,33.5,180224,479232,30,20,67,485,296,0,110,275,350,2856120,818476,724,10,292812,10992596,941324,12172,2598020,195360,4221088,0,100,82.18,47,453,455,0,0,0,2194,7,0.43,0,0,0
1682699100,33.7,0,409600,0,20,30,1158,369,10,280,77,410,2856120,818476,724,10,292812,10989008,935908,13548,2596672,191632,4228880,0,100,82.2,49,502,504,0,0,0,1278,8,0.25,0,0,0
1682699400,33.81,0,212992,0,20,143,765,338,10,140,131,290,2856120,818476,724,10,292812,10990448,923736,14624,2576036,201216,4218880,0,100,82.27,49,412,414,0,0,0,3374,10,0.66,0,0,0
1682699700,35.81,0,151552,0,20,41,865,422,10,190,185,470,2856120,818476,724,10,292812,10993136,919024,15520,2563876,208224,4209656,4,100,82.29,47,510,512,0,0,0,1660,6,0.32,0,0,0
1682700000,34.22,8372224,2035712,30,30,219,623,443,0,200,371,320,2847928,818476,724,10,301004,10885692,882772,2960,2300344,474916,4058552,172,100,82.35,47,453,454,1,0,0,1660,6,0.32,0,0,0
1682700300,39.57,0,26861568,40,30,1688,1930,714,30,270,296,870,2847928,818476,724,10,301004,10891472,872000,5016,2469012,291580,4233816,56,100,82.43,48,4205,4209,0,2,2,11110,34,2.17,3704,20,0.72
1682700600,33.46,90112,421888,0,20,116,855,287,10,270,104,520,2847928,818476,724,10,301004,10918176,865472,6588,2526748,224256,4271400,0,100,82.49,49,485,487,0,0,0,1143,6,0.22,0,0,0
1682700900,35.38,4096,26849280,10,10,451,900,381,10,180,155,570,2847928,818476,724,10,301004,10924020,871704,7976,2548528,206748,4281476,4,100,82.45,47,546,548,0,0,0,1665,7,0.33,84,2,0.02
1682701200,33.67,114688,249856,10,20,147,865,357,10,120,213,210,2847928,818476,724,10,301004,10945484,856680,9516,2525428,212760,4254028,0,100,82.55,49,470,472,0,0,0,3489,11,0.68,0,0,0
1682701500,33.46,0,270336,0,20,109,678,182,10,20,103,2180,2847928,818476,724,10,301004,10972764,927384,11360,2357132,431400,4007016,14404,99.82,82.22,51,541,543,0,0,0,1219,8,0.24,0,0,0
1682701800,32.84,0,405504,0,30,106,556,342,0,80,202,250,2847928,818476,724,10,301004,10977320,918724,12664,2504936,270672,4162980,14416,99.82,82.29,47,459,461,0,0,0,1029,5,0.2,0,0,0
1682702100,33.7,0,278528,10,20,23,894,288,10,180,79,650,2847928,818476,724,10,301004,11025700,926488,13976,2568724,202556,4182676,4,100,82.31,49,156,158,0,0,0,5122,21,1,0,0,0
1682702400,33.67,2707456,323584,10,20,120,837,392,10,210,242,310,2847928,818476,724,10,301004,11006856,911840,15196,2546128,209748,4191016,0,100,82.4,49,414,416,0,0,0,1660,6,0.32,0,0,0
1682702700,33.7,2453504,245760,30,30,307,884,369,0,270,198,350,2847928,818476,724,10,301004,10993884,906584,11764,2276088,489996,3935692,24,100,82.36,47,504,506,0,0,0,1964,10,0.38,0,0,0
1682703000,34.4,0,1785856,0,30,168,723,427,10,190,350,370,2847928,818476,724,10,301004,11000392,884576,13336,2429892,311260,4104624,56,100,82.51,51,470,472,0,0,0,5312,22,1.04,0,0,0
1682703300,36.01,0,200704,0,20,64,1052,395,0,290,158,400,2847928,818476,724,10,301004,11005752,864356,14284,2538940,178872,4228772,8,100,82.65,51,492,494,0,0,0,951,4,0.19,0,0,0
1682703600,33.79,4096,233472,0,20,258,1005,328,0,260,174,490,2839736,818476,724,10,309196,10982420,839056,14636,2504832,194420,4232328,0,100,82.76,51,538,542,0,0,0,2300,16,0.45,0,0,0
1682703900,31.61,23171072,237568,50,20,406,1056,391,0,240,212,200,2839736,818476,724,10,309196,10963240,832380,15804,2533008,158564,4289248,0,100,82.8,48,535,541,0,2,2,11349,30,2.22,3702,20,0.72
1682704200,32.89,0,393216,0,20,31,479,299,10,100,254,300,2839736,818476,724,10,309196,10956584,848092,17520,2534276,171884,4282276,0,100,82.7,51,520,522,0,0,0,3248,38,0.63,0,0,0
1682704500,35.83,2805760,135168,20,30,204,969,413,10,260,154,290,2839736,818476,724,10,309196,10975220,898464,14080,2506312,256584,4175852,8,100,82.36,47,457,459,0,0,0,1149,7,0.22,0,0,0
1682704800,35.4,774144,192512,60,20,150,1031,432,10,290,158,280,2839736,818476,724,10,309196,10981168,800360,15268,2507388,157108,4268500,0,100,82.98,47,401,403,0,0,0,2969,11,0.58,0,0,0
1682705100,35.28,0,323584,0,20,109,861,403,10,180,190,360,2833140,818476,724,11,315792,10990624,883516,16648,2595304,157972,4257960,0,100,82.41,49,447,449,0,0,0,1775,7,0.35,0,0,0
1682705400,33.93,0,344064,10,20,316,889,356,10,180,224,620,2833140,818476,724,11,315792,10895068,884972,5924,2102148,682712,3840920,4,100,82.27,47,476,478,0,0,0,2565,21,0.5,0,0,0
1682705700,33.39,0,118784,10,20,7,689,190,10,50,91,2320,2833140,818476,724,11,315792,10921784,873624,7564,2292628,474932,4019652,48,100,82.37,47,487,489,0,0,0,832,3,0.16,0,0,0
1682706000,33.82,0,1810432,20,20,27,1008,385,0,220,165,480,2833140,818476,724,11,315792,10927036,864660,9340,2443764,311512,4174076,64,100,82.44,47,552,554,0,0,0,1725,8,0.34,0,0,0
1682706300,35.79,0,307200,0,20,177,989,321,10,200,88,450,2833140,818476,724,11,315792,10934968,853996,10584,2520372,220232,4254900,0,100,82.53,47,489,491,0,0,0,2707,22,0.53,0,0,0
1682706600,32.83,0,188416,0,20,135,555,321,0,70,225,300,2833140,818476,724,11,315792,10938872,842492,11272,2529240,200152,4269116,0,100,82.59,49,455,459,0,0,0,3493,11,0.68,0,0,0
1682706900,33.03,0,319488,10,20,96,1253,323,0,250,116,530,2864312,818476,724,10,284620,10971076,873072,12636,2515820,215184,4225856,4,100,82.57,51,396,398,0,0,0,1246,8,0.24,0,0,0
1682707200,34.42,159744,106496,10,20,177,703,261,10,170,135,1100,2864312,818476,724,10,284620,10968876,873332,13356,2522840,209088,4232296,16,100,82.56,47,449,451,0,0,0,1623,6,0.32,0,0,0
1682707500,33.12,0,26488832,0,20,217,444,373,10,40,291,560,2864312,818476,724,10,284620,10984316,862364,13464,2517940,202348,4226004,0,100,82.64,51,515,518,0,2,2,5192,30,1.01,260,3,0.05
1682707800,34.1,0,26583040,10,20,346,989,330,10,230,149,410,2864312,818476,724,10,284620,10993864,920240,14552,2548936,230088,4185724,0,100,82.26,49,441,443,0,0,0,2313,15,0.45,0,0,0
1682708100,34.55,0,21225472,10,20,250,1106,432,10,250,221,360,2864312,818476,724,10,284620,10930480,903076,8984,2199996,584244,3903724,8,100,82.26,47,494,498,0,0,0,1862,8,0.36,0,0,0
1682708400,32.98,0,274432,20,10,91,1121,371,10,240,137,410,2864312,818476,724,10,284620,10937964,891828,10328,2346112,424404,4054220,20,100,82.34,49,505,507,0,0,0,5441,17,1.06,0,0,0
1682708700,34.77,0,290816,0,10,185,587,328,0,60,113,500,2864312,818476,724,10,284620,10937924,874228,11980,2519728,189972,4285248,40,100,82.71,51,469,471,0,0,0,1029,5,0.2,0,0,0
1682709000,40.14,3366912,688128,0,30,1580,2057,673,30,260,202,930,2864312,818476,724,10,284620,10932220,883856,12560,2536588,181684,4294080,0,100,82.66,47,4146,4148,0,0,0,951,4,0.19,0,0,0
1682709300,34.36,114688,184320,0,20,108,1459,366,10,320,102,400,2864312,818476,724,10,284620,10923012,883064,13136,2514304,207400,4276608,4,100,82.63,49,510,512,0,0,0,3549,12,0.69,0,0,0
1682709600,33.29,4096,172032,10,20,150,993,360,0,280,139,210,2856120,818476,724,10,292812,10920452,860832,13660,2526472,192904,4295424,4,100,82.64,55,425,427,0,0,0,1998,20,0.39,0,0,0
1682709900,35.81,0,212992,0,20,28,776,301,0,110,159,1220,2856120,818476,724,10,292812,10925096,851788,14636,2530844,186968,4296652,20,100,82.65,47,407,409,0,0,0,1245,8,0.24,0,0,0
1682710200,33.27,0,274432,10,10,158,1225,327,10,280,82,700,2856120,818476,724,10,292812,10936772,847008,15148,2521972,192692,4280080,4,100,82.66,47,441,443,0,0,0,3733,15,0.73,84,2,0.02
1682710500,33.7,0,131072,0,20,172,1173,370,0,310,162,390,2856120,818476,724,10,292812,10938632,803068,14984,2484196,189636,4280712,16,100,82.92,51,518,520,0,0,0,1780,8,0.35,0,0,0
1682710800,33.64,0,266240,20,20,107,963,343,10,250,124,250,2856120,818476,724,10,292812,10965080,886640,13800,2491164,270348,4179172,4,100,82.37,47,442,444,0,0,0,1021,5,0.2,0,0,0
1682711100,34.1,19001344,385024,10,20,154,703,401,10,170,372,260,2856120,818476,724,10,292812,10972276,867460,14552,2562180,178572,4260256,0,100,82.5,47,418,420,0,0,0,1775,7,0.35,0,0,0
1682711400,33.66,36864,389120,10,20,291,816,362,0,240,245,190,2856120,818476,724,10,292812,10977100,860216,14424,2550280,183204,4252060,0,100,82.55,47,483,485,0,0,0,1851,18,0.36,0,0,0
1682711700,33.68,49152,221184,10,20,298,639,383,0,190,252,320,2847928,818476,724,10,301004,10979168,835416,15520,2515632,204060,4225880,0,100,82.63,47,497,499,0,0,0,1545,5,0.3,0,0,0
1682712000,37.84,36864,593920,0,20,80,1054,363,0,150,195,900,2847928,818476,724,10,301004,10978804,816916,17024,2524764,175268,4254660,0,100,82.74,49,2691,2692,1,0,0,2899,10,0.57,0,0,0
1682712300,39.74,4096,397312,30,20,436,1213,507,10,250,285,670,2847928,818476,724,10,301004,10971672,818556,17900,2502720,199680,4237340,0,100,82.72,49,3070,3072,0,0,0,1611,6,0.31,0,0,0
1682712600,33.26,0,147456,10,30,113,451,403,10,70,361,300,2847928,818476,724,10,301004,10958832,841280,18380,2496380,229832,4223468,0,100,82.57,49,470,472,0,0,0,832,3,0.16,0,0,0
1682712900,33.23,0,196608,0,10,16,882,295,10,210,100,560,2847928,818476,724,10,301004,10963444,833804,18420,2505208,213296,4236264,0,100,82.62,47,473,475,0,0,0,3493,11,0.68,0,0,0
1682713200,33.7,0,188416,0,20,250,1117,422,0,260,178,630,2847928,818476,724,10,301004,10968696,819476,18648,2515076,189836,4249600,0,100,82.7,49,438,440,0,0,0,1725,8,0.34,62,1,0.01
1682713500,32.71,0,98304,0,10,274,795,306,0,220,192,330,2847928,818476,724,10,301004,10898052,792016,6832,2190168,529108,3991880,4,100,82.69,49,488,490,0,0,0,1845,10,0.36,0,0,0
1682713800,34.49,0,172032,0,0,6,841,201,10,120,54,630,2847928,818476,724,10,301004,10902464,787368,8288,2346676,364348,4150572,12,100,82.73,47,488,490,0,0,0,5400,17,1.05,0,0,0
1682714100,32.77,32768,196608,0,20,354,750,360,10,190,286,310,2847928,818476,724,10,301004,10927984,847616,9636,2563876,204120,4278188,4,100,82.36,47,487,489,0,0,0,1841,10,0.36,0,0,0
1682714400,33.26,0,176128,0,20,185,759,327,10,210,269,240,2847928,818476,724,10,301004,10932880,835148,10788,2549688,203620,4275420,4,100,82.44,49,506,510,0,0,0,1426,4,0.28,0,0,0
1682714700,33.49,31092736,155648,20,10,247,704,329,10,120,330,360,2847928,818476,724,10,301004,10941992,825728,11596,2572168,169912,4299488,0,100,82.51,50,513,520,0,2,2,10284,29,2.01,3704,20,0.72
1682715000,34.14,176128,163840,0,20,250,912,342,10,210,165,290,2847928,818476,724,10,301004,10945924,814020,12684,2512204,218600,4245116,0,100,82.58,47,469,470,1,0,0,1722,15,0.34,0,0,0
1682715300,33.43,0,1478656,10,10,91,869,312,10,190,90,810,2839736,818476,724,10,309196,10950128,803952,13488,2499888,230972,4230232,8,100,82.57,47,423,425,0,0,0,2445,19,0.48,0,0,0
1682715600,32.6,0,1818624,0,10,132,530,258,10,50,141,540,2839736,818476,724,10,309196,10941472,785368,14504,2497676,213436,4255640,0,100,82.69,49,434,436,0,0,0,4087,12,0.8,0,0,0
1682715900,35.08,16384,126976,0,30,299,850,362,10,230,181,450,2839736,818476,724,10,309196,10943180,787996,16840,2470692,207444,4263124,8,100,82.88,49,480,482,0,0,0,832,3,0.16,0,0,0
1682716200,33.47,2129920,385024,0,20,134,882,377,10,240,212,320,2839736,818476,724,10,309196,11005440,772108,10884,2348264,364924,4050896,4,100,82.7,53,528,530,0,0,0,1545,5,0.3,0,0,0
1682716500,33.52,4096,270336,10,20,33,870,307,0,200,90,670,2839736,818476,724,10,309196,11015152,768576,12320,2479552,227348,4173288,0,100,82.73,49,530,532,0,0,0,3134,13,0.61,0,0,0
1682716800,33.52,0,237568,10,20,124,426,344,0,70,331,940,2839736,818476,724,10,309196,11007856,758672,12100,2475460,218292,4188056,0,100,82.81,49,502,504,0,0,0,1839,9,0.36,0,0,0
1682717100,33.69,2314240,172032,10,20,244,1052,436,10,270,218,190,2833140,818476,724,11,315792,11002652,816052,10340,2436352,326388,4089980,0,100,82.39,51,465,467,0,0,0,1665,7,0.33,62,1,0.01
1682717400,33.17,0,376832,0,20,7,739,54,0,10,94,5170,2833140,818476,724,11,315792,10999480,793836,11664,2531924,203296,4207700,0,100,82.55,47,463,467,0,0,0,3560,13,0.7,42,1,0.01
1682717700,32.71,12288,155648,0,20,54,601,286,0,50,158,500,2833140,818476,724,11,315792,11002540,771252,13076,2521724,191508,4217500,4,100,82.68,51,446,448,0,0,0,1550,13,0.3,0,0,0
1682718000,39.87,0,200704,0,10,1089,1694,482,20,230,88,1270,2833140,818476,724,11,315792,10993808,747644,14440,2519380,172460,4242276,4,100,82.81,53,2752,2755,1,0,0,1623,6,0.32,0,0,0
1682718300,34.6,364544,266240,40,20,262,668,371,10,110,173,480,2833140,818476,724,11,315792,11007296,749632,15148,2524316,166336,4239468,0,100,82.81,49,483,485,0,0,2,4834,30,0.94,186,2,0.04
1682718600,34.48,4096,344064,10,20,202,724,389,10,220,292,340,2864312,818476,724,10,284620,11010816,754132,15768,2481008,182904,4218552,0,100,82.98,51,516,518,0,0,0,1013,5,0.2,0,0,0
1682718900,32.43,0,180224,20,30,275,1109,380,10,240,129,170,2864312,818476,724,10,284620,11013036,754040,16312,2418812,249368,4153104,0,100,82.95,49,474,476,0,0,0,951,4,0.19,0,0,0
1682719200,38.95,0,184320,10,20,241,1019,471,10,270,229,550,2864312,818476,724,10,284620,11035352,746516,17336,2483572,175708,4205616,0,100,83,47,447,449,0,0,0,1029,5,0.2,0,0,0
1682719500,35.05,0,962560,10,20,177,596,295,0,40,134,1670,2864312,818476,724,10,284620,11029620,735080,18716,2465604,181772,4202584,0,100,83.07,47,454,456,0,0,0,1660,6,0.32,0,0,0
